Mean,Top1,Top5,Top10,Pos
4.3397,37.7567,81.9905,88.6256,257.0
1.5399,82.4726,98.2786,98.748,258.0
1.7134,81.3679,94.9292,98.2311,259.0
1.0,100.0,100.0,100.0,260.0
2.5354,59.9057,91.5094,94.8113,261.0
2.0635,69.4186,95.1163,98.2946,262.0
1.2546,93.5185,98.1481,100.0,263.0
1.0645,98.1567,99.5392,99.7696,264.0
1.4128,76.2232,98.0122,99.0826,265.0
1.2706,94.0367,96.1009,100.0,266.0
1.0,100.0,100.0,100.0,267.0
1.1674,88.0734,99.7706,100.0,268.0
1.0,100.0,100.0,100.0,269.0
2.1073,77.8919,90.0304,94.5205,270.0
3.815,60.9327,81.1927,90.5963,271.0
1.1455,91.8182,99.5455,100.0,272.0
1.7755,73.3036,94.3452,99.1815,273.0
1.1822,92.2222,99.1111,100.0,274.0
1.2599,92.511,97.5771,99.7797,275.0
1.0,100.0,100.0,100.0,276.0
1.058,96.3768,99.5652,100.0,277.0
2.0173,55.5556,93.5065,99.1342,278.0
3.6476,31.6384,78.8136,96.1864,279.0
1.0,100.0,100.0,100.0,280.0
1.6576,57.0028,100.0,100.0,281.0
1.0,100.0,100.0,100.0,282.0
2.094,77.0567,92.1986,97.234,283.0
2.749,72.8216,87.7593,94.8133,284.0
1.0705,94.5367,99.8617,100.0,285.0
2.1744,46.2185,98.1092,99.1597,286.0
2.0968,49.0634,95.1102,98.0028,287.0
2.6784,69.2837,86.157,95.4545,288.0
1.3654,82.7869,99.2486,99.4536,289.0
1.0,100.0,100.0,100.0,290.0
1.3231,87.3634,98.8388,98.8388,291.0
3.5171,74.7599,87.7915,91.6324,292.0
1.2319,92.7419,97.9839,100.0,293.0
1.7009,78.6267,96.1867,98.4533,294.0
1.0,100.0,100.0,100.0,295.0
1.5633,74.0667,96.0,100.0,296.0
1.2491,91.7133,98.5867,99.1467,297.0
1.0177,98.4252,100.0,100.0,298.0
1.9,90.9804,94.8366,96.7974,299.0
1.0137,99.2188,100.0,100.0,300.0
1.1289,87.1094,100.0,100.0,301.0
1.1482,92.6877,99.2095,100.0,302.0
1.1089,97.2763,99.4163,99.8054,303.0
1.2067,86.3049,99.6124,100.0,304.0
1.0078,99.6124,100.0,100.0,305.0
1.0,100.0,100.0,100.0,306.0
