Mean,Top1,Top5,Top10,Pos
1.1653,84.2857,100.0,100.0,287.0
2.293,77.459,91.3934,96.3115,288.0
1.0061,99.7976,100.0,100.0,289.0
1.0,100.0,100.0,100.0,290.0
1.205,90.793,98.5887,99.5968,291.0
1.1787,82.1285,100.0,100.0,292.0
1.4262,82.7424,98.0013,98.8313,293.0
1.4471,89.6825,96.9577,98.9418,294.0
1.2402,92.9134,98.4252,99.6063,295.0
1.5416,86.9816,96.7848,99.0814,296.0
1.0506,98.0545,99.4163,100.0,297.0
1.57,63.2296,100.0,100.0,298.0
1.1556,91.0506,99.2218,100.0,299.0
1.7905,83.7873,93.9689,97.8988,300.0
1.0,100.0,100.0,100.0,301.0
4.9394,48.0502,78.8288,91.1197,302.0
1.7737,75.7458,93.7743,98.4436,303.0
1.0,100.0,100.0,100.0,304.0
1.0019,99.8077,100.0,100.0,305.0
1.4083,80.5449,96.6987,100.0,306.0
1.9693,78.1609,94.2529,97.318,307.0
1.0652,95.9606,99.6183,100.0,308.0
2.0684,66.5399,94.8669,97.9087,309.0
1.0682,93.1818,100.0,100.0,310.0
1.334,91.3208,96.7925,100.0,311.0
1.2688,93.985,98.1203,98.8722,312.0
1.7843,72.2664,95.6439,96.9697,313.0
1.0212,99.5006,99.8752,99.8752,314.0
1.0056,99.6255,100.0,100.0,315.0
1.0855,99.2565,99.2565,99.2565,316.0
1.0,100.0,100.0,100.0,317.0
1.0,100.0,100.0,100.0,318.0
1.0,100.0,100.0,100.0,319.0
1.4576,82.1033,97.2325,99.262,320.0
1.0018,99.8175,100.0,100.0,321.0
3.107,73.6777,83.2103,94.5264,322.0
1.2,93.8182,98.3636,99.6364,323.0
1.0133,98.6715,100.0,100.0,324.0
1.3017,87.2871,98.7835,99.2701,325.0
1.0791,92.0863,100.0,100.0,326.0
4.8182,61.1515,85.0303,89.8788,327.0
1.0,100.0,100.0,100.0,328.0
1.5318,81.295,97.6619,99.4604,329.0
1.0,100.0,100.0,100.0,330.0
1.0,100.0,100.0,100.0,331.0
4.1534,64.0193,81.1071,86.5223,332.0
1.0,100.0,100.0,100.0,333.0
1.0247,98.5866,100.0,100.0,334.0
1.0389,98.2332,99.6466,100.0,335.0
1.0247,98.9399,99.6466,100.0,336.0
1.0018,99.8227,100.0,100.0,337.0
1.0538,96.5497,99.7368,100.0,338.0
1.007,99.6491,100.0,100.0,339.0
1.4747,82.0138,97.336,98.6597,340.0
1.278,81.6434,98.7762,100.0,341.0
2.4569,60.2141,90.3646,97.0197,342.0
1.0034,99.8276,100.0,100.0,343.0
1.0097,99.3743,100.0,100.0,344.0
1.0,100.0,100.0,100.0,345.0
1.0,100.0,100.0,100.0,346.0
1.0,100.0,100.0,100.0,347.0
1.0,100.0,100.0,100.0,348.0
1.6779,73.1544,95.9732,99.3289,349.0
1.1738,91.5222,98.1667,100.0,350.0
3.963,60.6061,84.0067,90.0673,351.0
1.0,100.0,100.0,100.0,352.0
1.3072,87.2549,98.6928,100.0,353.0
1.0,100.0,100.0,100.0,354.0
3.3154,67.7778,88.0065,93.2898,355.0
1.1855,92.975,98.4419,99.9186,356.0
1.2849,91.6937,98.2143,99.1883,357.0
1.9617,83.2255,93.7433,97.4649,358.0
1.4167,58.9744,100.0,100.0,359.0
1.0288,97.1246,100.0,100.0,360.0
1.0032,99.6825,100.0,100.0,361.0
1.3126,90.6036,98.1731,99.3056,362.0
1.0157,99.6865,99.6865,100.0,363.0
1.53,79.8107,97.7918,98.5804,364.0
1.0125,99.5327,100.0,100.0,365.0
1.0464,96.5944,100.0,100.0,366.0
3.0384,62.9283,85.0987,95.4829,367.0
2.3006,74.6091,93.6986,96.9084,368.0
1.5312,89.7751,96.5746,98.2618,369.0
1.0,100.0,100.0,100.0,370.0
2.9945,52.9204,84.7936,99.6979,371.0
3.49,47.7978,78.2282,94.8949,372.0
1.7948,50.6006,99.3994,100.0,373.0
1.0674,94.3114,100.0,100.0,374.0
1.4211,88.9881,97.9167,99.256,375.0
1.0206,97.9351,100.0,100.0,376.0
1.0801,96.8535,100.0,100.0,377.0
1.1568,93.6391,99.7041,99.7041,378.0
1.0,100.0,100.0,100.0,379.0
1.0455,98.5337,99.5601,100.0,380.0
1.0,100.0,100.0,100.0,381.0
2.3926,77.0588,89.8529,95.2941,382.0
2.1995,76.8137,94.1176,97.0588,383.0
1.0087,99.4203,100.0,100.0,384.0
1.4981,75.6823,97.3684,98.8304,385.0
1.0,100.0,100.0,100.0,386.0
1.3266,90.7541,97.9107,98.8473,387.0
1.0,100.0,100.0,100.0,388.0
1.0,100.0,100.0,100.0,389.0
1.0,100.0,100.0,100.0,390.0
1.0057,99.7151,100.0,100.0,391.0
1.0114,98.8604,100.0,100.0,392.0
1.2071,92.1429,99.0,99.7143,393.0
1.8067,79.6771,94.7768,98.433,394.0
1.483,89.1201,98.5708,99.1993,395.0
1.0153,99.213,100.0,100.0,396.0
5.4532,52.9896,78.178,90.678,397.0
1.0718,93.6464,100.0,100.0,398.0
3.6223,76.8436,88.8966,92.8771,399.0
1.0,100.0,100.0,100.0,400.0
1.7404,79.1553,96.4384,98.9498,401.0
1.0,100.0,100.0,100.0,402.0
1.235,87.646,99.6406,99.6406,403.0
1.0,100.0,100.0,100.0,404.0
1.0,100.0,100.0,100.0,405.0
2.6227,66.3793,85.1901,92.3077,406.0
1.5026,49.7354,100.0,100.0,407.0
1.0132,99.4737,100.0,100.0,408.0
1.0501,96.5699,100.0,100.0,409.0
1.7909,48.7314,98.1627,98.6877,410.0
1.4004,88.7719,99.2325,99.9123,411.0
1.0157,98.4252,100.0,100.0,412.0
1.1531,92.8259,99.2126,99.7375,413.0
1.053,96.2674,100.0,100.0,414.0
1.3708,86.5202,98.062,99.354,415.0
1.2526,87.1134,100.0,100.0,416.0
1.0052,99.4845,100.0,100.0,417.0
1.3374,86.2682,98.4576,99.6144,418.0
1.0,100.0,100.0,100.0,419.0
1.0,100.0,100.0,100.0,420.0
1.2211,90.5779,99.6231,100.0,421.0
1.165,87.9653,99.6278,100.0,422.0
1.0049,99.5062,100.0,100.0,423.0
4.8972,41.2572,77.0475,88.1859,424.0
1.0883,91.8735,100.0,100.0,425.0
1.3029,87.9006,98.4776,99.1587,426.0
1.0319,98.8038,99.9203,100.0,427.0
1.0,100.0,100.0,100.0,428.0
1.8701,56.3805,100.0,100.0,429.0
1.0,100.0,100.0,100.0,430.0
1.0968,95.3917,99.3088,99.7696,431.0
1.5127,83.0645,100.0,100.0,432.0
1.0,100.0,100.0,100.0,433.0
1.1257,92.567,99.272,100.0,434.0
1.0,100.0,100.0,100.0,435.0
1.0034,99.6591,100.0,100.0,436.0
1.3437,85.7976,98.8149,99.2664,437.0
1.0,100.0,100.0,100.0,438.0
1.6681,85.1072,96.6741,97.8566,439.0
1.0497,97.2406,100.0,100.0,440.0
1.9491,74.3704,95.037,97.6667,441.0
1.0916,97.818,99.5175,99.7807,442.0
1.6905,84.9084,96.7399,97.9487,443.0
1.0297,98.7809,100.0,100.0,444.0
1.0393,97.8166,99.7817,100.0,445.0
1.0,100.0,100.0,100.0,446.0
1.319,88.9547,98.3297,99.569,447.0
1.0075,99.6788,100.0,100.0,448.0
3.9939,73.4914,87.7514,92.5647,449.0
1.0042,99.5816,100.0,100.0,450.0
1.0021,99.7904,100.0,100.0,451.0
1.0021,99.7917,100.0,100.0,452.0
1.0213,98.8636,99.8278,100.0,453.0
1.0021,99.7934,100.0,100.0,454.0
2.4225,79.5455,92.8891,95.885,455.0
4.0319,51.9547,80.3841,88.4088,456.0
2.1772,69.0767,93.4487,98.4046,457.0
1.6014,54.2169,98.8956,99.1968,458.0
1.1723,95.1904,99.2986,99.5992,459.0
1.137,95.2,99.4,100.0,460.0
1.1564,91.5339,99.7012,100.0,461.0
2.7963,53.1085,86.4418,99.6032,462.0
1.107,95.7624,99.571,99.868,463.0
3.0272,62.4917,77.4752,98.6469,464.0
3.2777,74.7036,90.7773,93.643,465.0
1.0712,95.4077,99.8239,100.0,466.0
1.3035,91.4538,98.723,99.1159,467.0
1.1625,93.617,99.323,99.6132,468.0
1.1588,93.4396,99.179,99.913,469.0
1.2764,81.126,99.6481,99.904,470.0
1.0194,98.5978,100.0,100.0,471.0
1.8174,78.2761,96.1832,98.5687,472.0
1.5124,81.74,98.088,99.3308,473.0
1.1197,91.1654,99.812,100.0,474.0
1.5403,53.6585,99.6248,100.0,475.0
1.0028,99.8131,100.0,100.0,476.0
1.0872,97.7737,99.4434,99.8145,477.0
1.192,94.2486,98.7941,99.4434,478.0
2.9892,52.4553,91.679,96.6697,479.0
1.9586,57.2437,97.9435,99.8772,480.0
1.2277,89.2552,98.9927,99.8168,481.0
1.0054,99.5781,100.0,100.0,482.0
2.8396,59.767,64.1577,100.0,483.0
1.1535,96.7203,99.195,99.5528,484.0
1.0006,99.9408,100.0,100.0,485.0
1.0213,97.8723,100.0,100.0,486.0
1.0,100.0,100.0,100.0,487.0
1.0598,97.3638,99.7364,99.9121,488.0
1.0,100.0,100.0,100.0,489.0
1.0955,94.5312,100.0,100.0,490.0
1.0087,99.1319,100.0,100.0,491.0
1.4039,90.6377,97.8986,98.8261,492.0
1.0087,99.8267,99.8267,100.0,493.0
1.0138,98.6183,100.0,100.0,494.0
1.0287,98.9099,100.0,100.0,495.0
2.6935,61.6468,90.3726,96.4733,496.0
1.0034,99.6599,100.0,100.0,497.0
1.0976,97.6962,99.033,99.8862,498.0
2.4003,53.7037,95.584,98.2906,499.0
2.314,61.4247,92.8248,96.3115,500.0
1.2527,93.4174,98.6555,99.3277,501.0
1.0,100.0,100.0,100.0,502.0
1.0491,98.0865,99.8336,99.9168,503.0
1.8456,43.6782,99.5074,99.6716,504.0
1.0196,99.183,99.8366,100.0,505.0
1.4371,88.0098,97.7162,99.13,506.0
1.1405,88.2625,99.8094,100.0,507.0
1.4434,77.5122,99.8379,100.0,508.0
3.7959,53.6314,82.6558,92.5745,509.0
1.1677,94.6774,98.5753,99.7581,510.0
1.0089,99.2742,100.0,100.0,511.0
1.0217,99.1158,99.9196,100.0,512.0
1.2778,90.3564,98.6111,99.7904,513.0
1.1672,90.418,99.1719,100.0,514.0
1.0,100.0,100.0,100.0,515.0
1.0,100.0,100.0,100.0,516.0
1.4479,92.872,97.4598,98.3929,517.0
1.231,96.0465,98.9147,99.2248,518.0
1.0,100.0,100.0,100.0,519.0
1.0,100.0,100.0,100.0,520.0
1.6603,57.8221,99.5399,100.0,521.0
1.0129,99.6195,99.8478,100.0,522.0
1.0094,99.5694,99.9493,100.0,523.0
